Distance (km),Vehicle Type,Fuel Type,Route Type,Time of Day,CO2 Emissions (g/km)
25,Car,Gasoline,Urban,Morning,180
62,Car,Gasoline,Rural,Evening,180
49,Car,Gasoline,Rural,Evening,180
68,Bike,None,Rural,Morning,5
14,Bicycle,None,Rural,Afternoon,0
68,Car,Gasoline,Urban,Morning,180
68,Bike,None,Rural,Morning,5
49,Bike,None,Urban,Afternoon,5
36,Bike,None,Rural,Evening,5
18,Bus,None,Rural,Afternoon,80
20,Car,Gasoline,Urban,Morning,180
65,Bike,None,Rural,Afternoon,5
42,Bike,None,Urban,Evening,5
35,Bus,None,Rural,Afternoon,80
67,Bus,None,Urban,Afternoon,80
97,Bus,None,Rural,Evening,80
90,Bus,None,Urban,Evening,80
6,Bicycle,None,Urban,Evening,0
26,Car,Gasoline,Urban,Morning,180
63,Car,Gasoline,Rural,Evening,180
72,Bike,None,Rural,Morning,5
72,Bike,None,Rural,Morning,5
62,Bike,None,Rural,Afternoon,5
15,Bike,None,Urban,Morning,5
11,Bike,None,Rural,Evening,5
83,Car,Gasoline,Urban,Morning,180
4,Bicycle,None,Urban,Morning,0
80,Bicycle,None,Rural,Evening,0
30,Car,Gasoline,Urban,Morning,180
21,Car,Gasoline,Rural,Evening,180
80,Bike,None,Rural,Morning,5
62,Bike,None,Rural,Afternoon,5
94,Bike,None,Rural,Afternoon,5
21,Bus,None,Rural,Afternoon,80
31,Bus,None,Rural,Evening,80
39,Bike,None,Rural,Morning,5
83,Bike,None,Rural,Afternoon,5
29,Bike,None,Rural,Evening,5
63,Bike,None,Rural,Afternoon,5
53,Bike,None,Rural,Evening,5
2,Walking,None,Rural,Afternoon,0
85,Walking,None,Urban,Evening,0
18,Bike,None,Rural,Morning,5
9,Bicycle,None,Rural,Morning,0
18,Bus,None,Urban,Afternoon,80
64,Car,Gasoline,Urban,Morning,180
61,Car,Gasoline,Rural,Evening,180
94,Car,Gasoline,Urban,Morning,180
97,Bus,None,Rural,Evening,80
72,Bus,None,Rural,Evening,80
47,Bike,None,Rural,Afternoon,5
15,Bike,None,Urban,Morning,5
74,Bike,None,Rural,Morning,5
7,Bicycle,None,Rural,Evening,0
87,Bicycle,None,Urban,Evening,0
29,Bus,None,Rural,Afternoon,80
94,Bike,None,Rural,Morning,5
75,Bus,None,Urban,Afternoon,80
39,Bike,None,Rural,Morning,5
16,Bus,None,Rural,Afternoon,80
32,Bike,None,Rural,Afternoon,5
94,Bike,None,Rural,Afternoon,5
12,Bike,None,Rural,Afternoon,5
3,Walking,None,Urban,Morning,0
21,Bike,None,Rural,Morning,5
19,Bus,None,Rural,Afternoon,80
93,Bike,None,Urban,Afternoon,5
45,Bike,None,Urban,Evening,5
88,Car,Gasoline,Urban,Morning,180
29,Car,Gasoline,Urban,Evening,180
97,Bus,None,Urban,Afternoon,80
72,Bus,None,Rural,Afternoon,80
73,Bike,None,Rural,Afternoon,5
8,Bicycle,None,Rural,Evening,0
55,Bike,None,Rural,Morning,5
35,Car,Gasoline,Urban,Morning,180
83,Car,Gasoline,Urban,Evening,180
53,Car,Gasoline,Urban,Morning,180
24,Car,Gasoline,Urban,Morning,180
3,Walking,None,Urban,Afternoon,0
62,Walking,None,Rural,Evening,0
40,Bike,None,Rural,Morning,5
42,Bike,None,Urban,Evening,5
79,Bike,None,Rural,Morning,5
25,Bike,None,Urban,Evening,5
8,Bicycle,None,Rural,Morning,0
66,Bicycle,None,Urban,Evening,0
9,Bicycle,None,Rural,Morning,0
11,Bicycle,None,Rural,Morning,0
98,Bus,None,Urban,Morning,80
20,Bus,None,Urban,Evening,80
7,Bicycle,None,Urban,Afternoon,0
16,Bike,None,Rural,Afternoon,5
44,Bike,None,Rural,Morning,5
77,Car,Gasoline,Urban,Morning,180
45,Bus,None,Urban,Afternoon,80
97,Bus,None,Urban,Afternoon,80
33,Car,Gasoline,Urban,Morning,180
49,Car,Gasoline,Urban,Evening,180
63,Car,Gasoline,Urban,Morning,180
11,Bicycle,None,Rural,Evening,0
5,Bicycle,None,Rural,Morning,0
39,Bicycle,None,Urban,Evening,0
48,Bus,None,Urban,Afternoon,80
55,Bus,None,Rural,Evening,80
75,Bike,None,Rural,Morning,5
64,Bike,None,Rural,Afternoon,5
6,Bicycle,None,Urban,Evening,0
40,Bicycle,None,Urban,Evening,0
78,Car,Gasoline,Urban,Morning,180
8,Bike,None,Urban,Evening,5
87,Bus,None,Rural,Afternoon,80
77,Bus,None,Rural,Afternoon,80
90,Bus,None,Urban,Evening,80
80,Bus,None,Urban,Evening,80
97,Bus,None,Rural,Evening,80
12,Bike,None,Rural,Afternoon,5
28,Car,Gasoline,Urban,Morning,180
91,Car,Gasoline,Urban,Evening,180
14,Bicycle,None,Rural,Evening,0
46,Bicycle,None,Urban,Evening,0
65,Bicycle,None,Rural,Evening,0
65,Bike,None,Rural,Morning,5
60,Bike,None,Urban,Evening,5
92,Car,Gasoline,Urban,Morning,180
43,Bike,None,Urban,Afternoon,5
96,Bus,None,Urban,Morning,80
26,Bus,None,Rural,Afternoon,80
24,Bus,None,Rural,Evening,80
62,Bus,None,Urban,Afternoon,80
84,Bus,None,Rural,Afternoon,80
69,Bus,None,Rural,Evening,80
84,Bus,None,Rural,Evening,80
14,Bike,None,Urban,Afternoon,5
99,Bus,None,Rural,Afternoon,80
94,Bike,None,Urban,Afternoon,5
42,Bike,None,Urban,Afternoon,5
22,Bike,None,Rural,Evening,5
73,Bus,None,Rural,Afternoon,80
1,Walking,None,Rural,Morning,0
80,Bike,None,Urban,Afternoon,5
53,Bike,None,Urban,Evening,5
9,Bike,None,Urban,Afternoon,5
2,Walking,None,Rural,Morning,0
60,Car,Gasoline,Urban,Morning,180
84,Bus,None,Urban,Afternoon,80
11,Bike,None,Urban,Afternoon,5
56,Bike,None,Urban,Evening,5
91,Car,Gasoline,Urban,Morning,180
38,Bike,None,Urban,Afternoon,5
80,Bike,None,Rural,Afternoon,5
98,Bus,None,Urban,Morning,80
50,Bike,None,Rural,Morning,5
24,Bike,None,Urban,Afternoon,5
67,Bike,None,Rural,Morning,5
50,Bus,None,Urban,Afternoon,80
19,Bus,None,Urban,Evening,80
80,Bus,None,Rural,Evening,80
23,Bus,None,Urban,Afternoon,80
67,Bike,None,Rural,Afternoon,5
3,Walking,None,Urban,Morning,0
16,Bike,None,Rural,Morning,5
36,Bike,None,Rural,Evening,5
21,Bike,None,Rural,Evening,5
64,Bike,None,Rural,Afternoon,5
60,Car,Gasoline,Urban,Morning,180
9,Bike,None,Urban,Afternoon,5
35,Bus,None,Urban,Afternoon,80
68,Bus,None,Urban,Evening,80
20,Bike,None,Rural,Afternoon,5
15,Bike,None,Rural,Morning,5
90,Bike,None,Rural,Morning,5
69,Bus,None,Urban,Afternoon,80
51,Bike,None,Urban,Afternoon,5
53,Car,Gasoline,Urban,Morning,180
68,Car,Gasoline,Rural,Evening,180
49,Bike,None,Urban,Afternoon,5
14,Bike,None,Urban,Morning,5
52,Bike,None,Urban,Evening,5
7,Bicycle,None,Urban,Morning,0
81,Car,Gasoline,Urban,Morning,180
41,Bike,None,Rural,Morning,5
62,Bike,None,Rural,Morning,5
71,Bike,None,Rural,Evening,5
76,Bus,None,Rural,Afternoon,80
32,Bike,None,Rural,Morning,5
73,Bike,None,Rural,Afternoon,5
45,Bike,None,Rural,Morning,5
9,Bike,None,Urban,Morning,5
53,Bike,None,Rural,Evening,5
60,Car,Gasoline,Urban,Morning,180
48,Car,Gasoline,Urban,Morning,180
92,Car,Gasoline,Urban,Morning,180
14,Bike,None,Urban,Morning,5
22,Car,Gasoline,Urban,Morning,180
10,Bike,None,Urban,Afternoon,5
70,Bus,None,Rural,Afternoon,80
72,Bike,None,Rural,Morning,5
30,Bike,None,Rural,Evening,5
16,Bike,None,Urban,Evening,5
44,Bike,None,Urban,Evening,5
23,Bike,None,Rural,Morning,5
50,Bike,None,Rural,Afternoon,5
88,Bike,None,Rural,Afternoon,5
70,Bike,None,Rural,Evening,5
2,Walking,None,Urban,Evening,0
79,Walking,None,Rural,Evening,0
65,Bus,None,Urban,Afternoon,80
26,Bike,None,Rural,Morning,5
93,Bike,None,Rural,Morning,5
51,Bike,None,Rural,Morning,5
47,Bike,None,Rural,Evening,5
60,Bike,None,Urban,Evening,5
57,Bike,None,Rural,Evening,5
20,Car,Gasoline,Urban,Morning,180
75,Car,Gasoline,Urban,Morning,180
88,Car,Gasoline,Urban,Evening,180
83,Car,Gasoline,Urban,Morning,180
30,Car,Gasoline,Urban,Evening,180
75,Bike,None,Rural,Afternoon,5
41,Bike,None,Rural,Evening,5
26,Bike,None,Urban,Afternoon,5
85,Bike,None,Urban,Evening,5
59,Bike,None,Urban,Afternoon,5
58,Bike,None,Urban,Evening,5
29,Bus,None,Rural,Afternoon,80
18,Bus,None,Rural,Evening,80
85,Bike,None,Rural,Afternoon,5
95,Bus,None,Urban,Afternoon,80
83,Bus,None,Urban,Afternoon,80
45,Bus,None,Urban,Afternoon,80
70,Bus,None,Urban,Afternoon,80
92,Bike,None,Urban,Afternoon,5
94,Car,Gasoline,Urban,Morning,180
14,Bike,None,Urban,Afternoon,5
68,Bike,None,Rural,Evening,5
47,Bike,None,Urban,Evening,5
23,Bike,None,Rural,Morning,5
1,Walking,None,Urban,Morning,0
5,Bicycle,None,Urban,Morning,0
68,Car,Gasoline,Urban,Morning,180
31,Bike,None,Rural,Afternoon,5
44,Bike,None,Urban,Evening,5
85,Bike,None,Rural,Evening,5
6,Bicycle,None,Urban,Afternoon,0
14,Bike,None,Rural,Morning,5
92,Bus,None,Urban,Afternoon,80
30,Bike,None,Rural,Morning,5
28,Bike,None,Rural,Evening,5
66,Bike,None,Urban,Evening,5
83,Car,Gasoline,Urban,Morning,180
3,Walking,None,Urban,Evening,0
34,Bike,None,Rural,Morning,5
51,Bike,None,Rural,Morning,5
33,Bike,None,Urban,Evening,5
96,Bus,None,Urban,Afternoon,80
88,Bus,None,Rural,Evening,80
3,Walking,None,Rural,Morning,0
78,Bus,None,Urban,Afternoon,80
32,Bus,None,Rural,Evening,80
53,Car,Gasoline,Urban,Morning,180
15,Bike,None,Rural,Afternoon,5
53,Bike,None,Rural,Morning,5
55,Bike,None,Rural,Evening,5
55,Bike,None,Urban,Evening,5
74,Car,Gasoline,Urban,Morning,180
91,Bike,None,Rural,Morning,5
71,Bike,None,Urban,Evening,5
8,Bike,None,Urban,Afternoon,5
27,Bike,None,Urban,Evening,5
25,Bike,None,Urban,Afternoon,5
21,Bike,None,Rural,Morning,5
56,Bike,None,Rural,Morning,5
40,Bike,None,Rural,Morning,5
1,Walking,None,Urban,Afternoon,0
46,Bike,None,Rural,Morning,5
46,Bus,None,Rural,Afternoon,80
44,Car,Gasoline,Urban,Morning,180
97,Bus,None,Rural,Morning,80
53,Bus,None,Urban,Afternoon,80
14,Bike,None,Rural,Morning,5
79,Bike,None,Urban,Evening,5
25,Car,Gasoline,Urban,Morning,180
20,Bike,None,Urban,Afternoon,5
86,Bike,None,Rural,Afternoon,5
84,Bike,None,Rural,Morning,5
66,Bus,None,Rural,Afternoon,80
1,Walking,None,Urban,Evening,0
4,Bicycle,None,Urban,Evening,0
84,Car,Gasoline,Urban,Morning,180
87,Car,Gasoline,Urban,Evening,180
66,Bus,None,Urban,Afternoon,80
79,Bus,None,Rural,Evening,80
23,Bus,None,Rural,Afternoon,80
19,Bus,None,Urban,Evening,80
91,Bike,None,Urban,Afternoon,5
30,Bike,None,Urban,Evening,5
28,Car,Gasoline,Urban,Morning,180
85,Car,Gasoline,Urban,Evening,180
26,Car,Gasoline,Rural,Evening,180
5,Bicycle,None,Rural,Evening,0
74,Bike,None,Rural,Morning,5
15,Bicycle,None,Rural,Afternoon,0
86,Bicycle,None,Urban,Evening,0
100,Bus,None,Rural,Morning,80
25,Car,Gasoline,Urban,Morning,180
9,Bicycle,None,Rural,Evening,0
63,Bike,None,Rural,Morning,5
24,Car,Gasoline,Urban,Morning,180
63,Car,Gasoline,Rural,Evening,180
69,Car,Gasoline,Rural,Evening,180
95,Bike,None,Rural,Morning,5
96,Bus,None,Rural,Afternoon,80
100,Bus,None,Rural,Evening,80
26,Bus,None,Urban,Evening,80
97,Bus,None,Urban,Evening,80
52,Bus,None,Rural,Evening,80
16,Bus,None,Urban,Afternoon,80
83,Bike,None,Rural,Afternoon,5
19,Car,Gasoline,Urban,Morning,180
68,Bike,None,Rural,Afternoon,5
77,Car,Gasoline,Urban,Morning,180
4,Bicycle,None,Rural,Morning,0
49,Bike,None,Urban,Afternoon,5
31,Bus,None,Rural,Afternoon,80
52,Bike,None,Rural,Afternoon,5
16,Bus,None,Urban,Afternoon,80
75,Bike,None,Rural,Afternoon,5
43,Bus,None,Rural,Afternoon,80
70,Bus,None,Rural,Evening,80
85,Bus,None,Urban,Evening,80
75,Car,Gasoline,Urban,Morning,180
90,Car,Gasoline,Rural,Evening,180
91,Car,Gasoline,Rural,Evening,180
37,Bike,None,Urban,Afternoon,5
63,Bike,None,Rural,Morning,5
21,Bus,None,Urban,Afternoon,80
1,Walking,None,Rural,Morning,0
61,Car,Gasoline,Urban,Morning,180
56,Car,Gasoline,Urban,Evening,180
85,Car,Gasoline,Urban,Evening,180
99,Bus,None,Urban,Morning,80
46,Bus,None,Urban,Evening,80
29,Car,Gasoline,Urban,Morning,180
79,Bus,None,Urban,Afternoon,80
16,Car,Gasoline,Urban,Morning,180
18,Bike,None,Rural,Morning,5
24,Car,Gasoline,Urban,Morning,180
8,Bicycle,None,Rural,Evening,0
96,Bus,None,Urban,Morning,80
3,Walking,None,Urban,Evening,0
26,Walking,None,Rural,Evening,0
82,Bike,None,Rural,Afternoon,5
71,Bike,None,Urban,Evening,5
91,Car,Gasoline,Urban,Morning,180
84,Car,Gasoline,Urban,Morning,180
47,Car,Gasoline,Urban,Evening,180
63,Bike,None,Rural,Morning,5
56,Bus,None,Urban,Afternoon,80
44,Bike,None,Rural,Afternoon,5
11,Bike,None,Rural,Morning,5
88,Bike,None,Rural,Morning,5
24,Bike,None,Rural,Afternoon,5
19,Car,Gasoline,Urban,Morning,180
33,Car,Gasoline,Rural,Evening,180
81,Bike,None,Rural,Morning,5
64,Bus,None,Rural,Afternoon,80
73,Car,Gasoline,Urban,Morning,180
75,Bike,None,Urban,Afternoon,5
20,Bike,None,Rural,Morning,5
41,Bike,None,Rural,Evening,5
22,Bike,None,Rural,Afternoon,5
90,Bike,None,Rural,Evening,5
4,Bicycle,None,Rural,Evening,0
79,Bike,None,Rural,Morning,5
1,Walking,None,Urban,Afternoon,0
30,Car,Gasoline,Urban,Morning,180
65,Bike,None,Rural,Morning,5
10,Bicycle,None,Rural,Morning,0
33,Bicycle,None,Urban,Evening,0
41,Bicycle,None,Rural,Evening,0
47,Bike,None,Urban,Afternoon,5
59,Car,Gasoline,Urban,Morning,180
71,Bike,None,Rural,Morning,5
38,Bike,None,Urban,Afternoon,5
59,Car,Gasoline,Urban,Morning,180
57,Car,Gasoline,Rural,Evening,180
50,Car,Gasoline,Rural,Evening,180
98,Bus,None,Urban,Afternoon,80
11,Bike,None,Urban,Afternoon,5
52,Bike,None,Urban,Evening,5
16,Car,Gasoline,Urban,Morning,180
62,Bike,None,Rural,Morning,5
95,Bus,None,Urban,Afternoon,80
60,Bus,None,Rural,Evening,80
19,Bus,None,Urban,Evening,80
38,Bus,None,Urban,Evening,80
90,Bus,None,Rural,Evening,80
31,Bus,None,Rural,Evening,80
62,Bike,None,Rural,Morning,5
46,Car,Gasoline,Urban,Morning,180
12,Bike,None,Urban,Afternoon,5
35,Bus,None,Urban,Afternoon,80
34,Bike,None,Rural,Morning,5
29,Bike,None,Rural,Evening,5
51,Bus,None,Rural,Afternoon,80
34,Bike,None,Rural,Morning,5
27,Bus,None,Urban,Afternoon,80
96,Bus,None,Urban,Evening,80
92,Car,Gasoline,Urban,Morning,180
18,Bus,None,Urban,Afternoon,80
47,Bike,None,Rural,Afternoon,5
1,Walking,None,Urban,Morning,0
96,Bus,None,Rural,Morning,80
24,Bike,None,Rural,Afternoon,5
4,Bicycle,None,Urban,Morning,0
12,Bike,None,Urban,Evening,5
30,Bike,None,Rural,Evening,5
90,Bike,None,Urban,Evening,5
96,Bus,None,Urban,Evening,80
51,Bus,None,Rural,Evening,80
98,Bus,None,Rural,Afternoon,80
28,Car,Gasoline,Urban,Morning,180
32,Bus,None,Urban,Afternoon,80
48,Car,Gasoline,Urban,Morning,180
52,Bike,None,Rural,Morning,5
29,Bike,None,Urban,Evening,5
46,Bike,None,Urban,Evening,5
70,Bike,None,Urban,Evening,5
29,Car,Gasoline,Urban,Morning,180
15,Bike,None,Rural,Morning,5
17,Bus,None,Urban,Afternoon,80
32,Bike,None,Rural,Afternoon,5
31,Bike,None,Rural,Evening,5
32,Bike,None,Rural,Morning,5
24,Bike,None,Rural,Evening,5
99,Bus,None,Rural,Morning,80
36,Bus,None,Rural,Afternoon,80
57,Bus,None,Urban,Evening,80
60,Bike,None,Rural,Afternoon,5
97,Bus,None,Urban,Morning,80
95,Bus,None,Urban,Afternoon,80
38,Bus,None,Rural,Afternoon,80
1,Walking,None,Urban,Evening,0
30,Walking,None,Urban,Evening,0
13,Bike,None,Urban,Evening,5
10,Bike,None,Urban,Afternoon,5
30,Bike,None,Urban,Evening,5
73,Bike,None,Urban,Afternoon,5
85,Bike,None,Urban,Evening,5
2,Walking,None,Urban,Afternoon,0
33,Bike,None,Rural,Morning,5
59,Bike,None,Rural,Morning,5
77,Bike,None,Rural,Evening,5
44,Bike,None,Rural,Morning,5
90,Bike,None,Rural,Afternoon,5
2,Walking,None,Urban,Afternoon,0
4,Bicycle,None,Urban,Evening,0
56,Bike,None,Urban,Afternoon,5
8,Bicycle,None,Rural,Morning,0
83,Bike,None,Rural,Afternoon,5
42,Car,Gasoline,Urban,Morning,180
79,Bus,None,Rural,Afternoon,80
89,Bus,None,Rural,Evening,80
58,Bus,None,Rural,Evening,80
63,Car,Gasoline,Urban,Morning,180
8,Bike,None,Urban,Evening,5
17,Bike,None,Urban,Afternoon,5
40,Bus,None,Rural,Afternoon,80
70,Bike,None,Rural,Morning,5
67,Car,Gasoline,Urban,Morning,180
5,Bicycle,None,Rural,Evening,0
85,Bike,None,Rural,Morning,5
64,Car,Gasoline,Urban,Morning,180
44,Car,Gasoline,Rural,Evening,180
11,Bicycle,None,Rural,Afternoon,0
73,Bus,None,Rural,Afternoon,80
85,Bus,None,Urban,Afternoon,80
21,Car,Gasoline,Urban,Morning,180
53,Bike,None,Rural,Morning,5
80,Bus,None,Urban,Afternoon,80
91,Bus,None,Rural,Evening,80
61,Car,Gasoline,Urban,Morning,180
14,Bicycle,None,Rural,Evening,0
84,Bicycle,None,Urban,Evening,0
3,Walking,None,Urban,Morning,0
88,Walking,None,Urban,Evening,0
27,Walking,None,Urban,Evening,0
95,Bus,None,Urban,Evening,80
39,Bus,None,Urban,Afternoon,80
39,Bus,None,Rural,Evening,80
10,Bike,None,Urban,Afternoon,5
31,Bike,None,Rural,Morning,5
2,Walking,None,Urban,Afternoon,0
75,Bus,None,Rural,Afternoon,80
84,Bus,None,Rural,Evening,80
57,Car,Gasoline,Urban,Morning,180
55,Car,Gasoline,Urban,Morning,180
8,Bicycle,None,Rural,Afternoon,0
96,Bus,None,Urban,Morning,80
100,Bus,None,Urban,Afternoon,80
44,Bike,None,Rural,Morning,5
23,Bike,None,Rural,Evening,5
17,Bike,None,Rural,Afternoon,5
14,Bike,None,Urban,Morning,5
96,Bus,None,Rural,Morning,80
59,Bus,None,Rural,Evening,80
50,Bus,None,Urban,Evening,80
54,Bike,None,Urban,Afternoon,5
28,Bike,None,Urban,Evening,5
28,Bike,None,Urban,Evening,5
37,Bike,None,Rural,Morning,5
93,Car,Gasoline,Urban,Morning,180
3,Walking,None,Rural,Morning,0
60,Walking,None,Rural,Evening,0
47,Bike,None,Rural,Morning,5
12,Bike,None,Urban,Morning,5
47,Bike,None,Rural,Afternoon,5
70,Bike,None,Urban,Afternoon,5
77,Bike,None,Urban,Evening,5
18,Bike,None,Urban,Evening,5
81,Bike,None,Urban,Evening,5
87,Bike,None,Rural,Morning,5
76,Bike,None,Rural,Afternoon,5
16,Bike,None,Rural,Evening,5
91,Bike,None,Rural,Evening,5
44,Bike,None,Urban,Evening,5
40,Bike,None,Rural,Morning,5
3,Walking,None,Rural,Afternoon,0
60,Car,Gasoline,Urban,Morning,180
12,Bicycle,None,Rural,Evening,0
94,Bicycle,None,Rural,Evening,0
33,Bike,None,Rural,Afternoon,5
4,Bicycle,None,Rural,Afternoon,0
6,Bicycle,None,Urban,Afternoon,0
63,Bike,None,Urban,Afternoon,5
35,Bike,None,Rural,Afternoon,5
19,Bike,None,Urban,Evening,5
18,Bike,None,Rural,Evening,5
51,Bike,None,Rural,Evening,5
35,Bus,None,Rural,Afternoon,80
68,Bus,None,Urban,Afternoon,80
42,Bus,None,Rural,Evening,80
93,Car,Gasoline,Urban,Morning,180
85,Bike,None,Rural,Afternoon,5
56,Bike,None,Urban,Evening,5
78,Bike,None,Rural,Morning,5
32,Bike,None,Rural,Afternoon,5
52,Bike,None,Rural,Morning,5
71,Bus,None,Urban,Afternoon,80
87,Bus,None,Rural,Evening,80
48,Bus,None,Rural,Evening,80
78,Bus,None,Urban,Evening,80
30,Bus,None,Urban,Evening,80
45,Car,Gasoline,Urban,Morning,180
72,Bus,None,Rural,Afternoon,80
61,Car,Gasoline,Urban,Morning,180
80,Car,Gasoline,Urban,Morning,180
48,Bike,None,Urban,Afternoon,5
9,Bicycle,None,Rural,Morning,0
60,Car,Gasoline,Urban,Morning,180
76,Bike,None,Urban,Afternoon,5
70,Bike,None,Urban,Evening,5
92,Bike,None,Rural,Evening,5
37,Bike,None,Rural,Morning,5
12,Bike,None,Urban,Afternoon,5
99,Bus,None,Urban,Morning,80
45,Car,Gasoline,Urban,Morning,180
75,Car,Gasoline,Urban,Morning,180
41,Bus,None,Urban,Afternoon,80
80,Bike,None,Urban,Afternoon,5
17,Bike,None,Rural,Evening,5
16,Car,Gasoline,Urban,Morning,180
56,Car,Gasoline,Urban,Morning,180
11,Bike,None,Urban,Evening,5
28,Bike,None,Rural,Evening,5
84,Bike,None,Rural,Evening,5
57,Car,Gasoline,Urban,Morning,180
65,Car,Gasoline,Urban,Morning,180
46,Car,Gasoline,Urban,Morning,180
50,Bike,None,Rural,Afternoon,5
2,Walking,None,Rural,Afternoon,0
60,Car,Gasoline,Urban,Morning,180
21,Car,Gasoline,Urban,Morning,180
17,Car,Gasoline,Urban,Morning,180
20,Bike,None,Urban,Afternoon,5
47,Bus,None,Urban,Afternoon,80
24,Car,Gasoline,Urban,Morning,180
80,Bike,None,Rural,Morning,5
64,Bike,None,Rural,Evening,5
24,Bike,None,Rural,Evening,5
79,Bike,None,Urban,Evening,5
100,Bus,None,Rural,Afternoon,80
80,Bus,None,Urban,Afternoon,80
93,Car,Gasoline,Urban,Morning,180
47,Bike,None,Rural,Morning,5
4,Bicycle,None,Rural,Evening,0
94,Car,Gasoline,Urban,Morning,180
8,Bike,None,Urban,Evening,5
39,Car,Gasoline,Urban,Morning,180
65,Car,Gasoline,Urban,Evening,180
14,Bicycle,None,Rural,Morning,0
42,Car,Gasoline,Urban,Morning,180
1,Walking,None,Urban,Evening,0
11,Bike,None,Urban,Afternoon,5
66,Bike,None,Rural,Morning,5
70,Bike,None,Rural,Evening,5
28,Bike,None,Rural,Evening,5
18,Bike,None,Rural,Evening,5
56,Bike,None,Rural,Evening,5
95,Bus,None,Rural,Afternoon,80
81,Bus,None,Urban,Evening,80
90,Bus,None,Rural,Evening,80
19,Bus,None,Urban,Evening,80
90,Bike,None,Rural,Morning,5
30,Car,Gasoline,Urban,Morning,180
20,Car,Gasoline,Urban,Morning,180
86,Car,Gasoline,Rural,Evening,180
88,Bus,None,Urban,Afternoon,80
79,Car,Gasoline,Urban,Morning,180
88,Car,Gasoline,Urban,Evening,180
76,Bus,None,Rural,Afternoon,80
6,Bicycle,None,Urban,Evening,0
33,Bike,None,Rural,Afternoon,5
54,Bike,None,Urban,Evening,5
20,Bike,None,Urban,Afternoon,5
58,Bike,None,Rural,Afternoon,5
72,Bus,None,Urban,Afternoon,80
90,Bike,None,Rural,Afternoon,5
66,Bus,None,Rural,Afternoon,80
83,Bus,None,Rural,Evening,80
71,Bus,None,Rural,Evening,80
61,Car,Gasoline,Urban,Morning,180
26,Car,Gasoline,Urban,Evening,180
34,Bike,None,Rural,Afternoon,5
56,Bike,None,Urban,Evening,5
77,Car,Gasoline,Urban,Morning,180
2,Walking,None,Urban,Evening,0
74,Walking,None,Urban,Evening,0
6,Bicycle,None,Rural,Morning,0
48,Bicycle,None,Urban,Evening,0
42,Bicycle,None,Rural,Evening,0
10,Bike,None,Urban,Afternoon,5
52,Bike,None,Urban,Evening,5
100,Bus,None,Rural,Afternoon,80
81,Bike,None,Rural,Morning,5
46,Bike,None,Rural,Evening,5
74,Bike,None,Rural,Evening,5
62,Bike,None,Urban,Evening,5
51,Car,Gasoline,Urban,Morning,180
26,Car,Gasoline,Urban,Morning,180
50,Bike,None,Rural,Morning,5
100,Bus,None,Rural,Evening,80
95,Bus,None,Urban,Evening,80
2,Walking,None,Rural,Afternoon,0
17,Bike,None,Rural,Morning,5
66,Bike,None,Urban,Evening,5
6,Bicycle,None,Rural,Evening,0
45,Car,Gasoline,Urban,Morning,180
72,Car,Gasoline,Rural,Evening,180
61,Car,Gasoline,Urban,Morning,180
91,Car,Gasoline,Urban,Morning,180
87,Car,Gasoline,Urban,Evening,180
68,Bike,None,Urban,Afternoon,5
4,Bicycle,None,Rural,Afternoon,0
64,Bike,None,Rural,Afternoon,5
97,Bus,None,Rural,Evening,80
97,Bus,None,Urban,Evening,80
39,Car,Gasoline,Urban,Morning,180
90,Bike,None,Urban,Afternoon,5
37,Bike,None,Urban,Evening,5
62,Bus,None,Rural,Afternoon,80
18,Bus,None,Urban,Afternoon,80
50,Car,Gasoline,Urban,Morning,180
60,Car,Gasoline,Urban,Morning,180
79,Bike,None,Rural,Morning,5
58,Bike,None,Urban,Evening,5
84,Bike,None,Rural,Afternoon,5
59,Bus,None,Urban,Afternoon,80
60,Bike,None,Rural,Morning,5
55,Bike,None,Rural,Afternoon,5
14,Bike,None,Urban,Evening,5
76,Bike,None,Rural,Morning,5
25,Bike,None,Urban,Evening,5
86,Bike,None,Urban,Evening,5
8,Bicycle,None,Rural,Morning,0
17,Bike,None,Urban,Afternoon,5
7,Bicycle,None,Urban,Evening,0
6,Bicycle,None,Urban,Morning,0
60,Bike,None,Urban,Afternoon,5
